State,Year,Transportation (MtCO2e),State GDP (Million US$ (chained 1997/2005)),Population (People),Transit Ridership,Highway use of gasoline (thousand gallons),Highway vehicle-miles traveled (millions),Vehicles,sq mi,tempHigh
Massachusetts,2018,31.386622600000003,507806.0,6882635,407072512.0,2685219.0,66771.98073,5061499.0,7800.06,58.8
Michigan,2018,52.50701004,467828.0,9984072,92282709.0,4412120.0,102397.5575,8386831.0,56538.9,54.5
Minnesota,2018,31.61187525,337215.9,5606249,106002938.0,2401845.0,60438.31409,5404277.0,79626.74,50.6
Mississippi,2018,29.36087862,102061.7,2981020,4592579.0,1595322.0,40730.43949,2067498.0,46923.27,75.3
Missouri,2018,38.39224864,284696.3,6121623,58885914.0,3000963.0,76594.99927999999,5498675.0,68741.52,65.8
Montana,2018,8.193522508,46627.5,1060665,4255648.0,480769.0,12699.63599,1845338.0,145545.8,53.1
Nebraska,2018,14.8520658,115087.9,1925614,6720437.0,852503.0,20974.735090000002,1961309.0,76824.17,60.1
Nevada,2018,15.86951084,149663.0,3027341,75219889.0,1155595.0,28319.012169999998,2514338.0,109781.18,65.7
New Hampshire,2018,6.974555669,76165.3,1353465,4002844.0,671676.0,13776.47306,1346318.0,8952.65,54.5
New Jersey,2018,56.02278100000001,549000.8,8886025,405543294.0,3762582.0,77538.91117,6055389.0,7354.22,63.4
New Mexico,2018,15.94466898,93870.9,2092741,14170407.0,951802.0,27288.306969999998,1824217.0,121298.15,70.7
New York,2018,76.4779912,1467076.8,19530351,3883479074.0,5444276.0,123510.3986,11482229.0,47126.4,55.5
North Carolina,2018,50.97751519,501955.0,10381615,68765597.0,4492129.0,121127.2486,8210213.0,48617.91,70.7
North Dakota,2018,9.480679523,53472.8,758080,2695712.0,404051.0,9855.663669,899953.0,69000.8,50.9
Ohio,2018,63.16293324,606141.5,11676341,96600569.0,4804259.0,114474.4406,10913773.0,40860.69,61.5
Oklahoma,2018,33.02501269,193204.7,3940235,10474418.0,1821895.0,45433.012819999996,3699022.0,68594.92,72.2
Oregon,2018,21.70291824,219279.9,4181886,124883788.0,1528662.0,36848.41693,3942875.0,95988.01,60.2
Pennsylvania,2018,63.86470906,708856.9,12800922,421614787.0,4619623.0,102109.4468,10727715.0,44742.7,59.0
Rhode Island,2018,4.203806191,53135.5,1058287,16760311.0,370134.0,8008.5822069999995,872344.0,1033.81,60.3
South Carolina,2018,33.40554604,209012.5,5084156,11020045.0,2646947.0,56800.68275,4457519.0,30060.7,74.9
South Dakota,2018,6.85695171,47287.0,878698,2855525.0,445813.0,9719.406133,1269415.0,75811.0,55.6
Tennessee,2018,45.00587928,323316.8,6771631,30660379.0,3210705.0,81321.49097,5770874.0,41234.9,69.2
Texas,2018,247.05414930000003,1715231.0,28628666,274565632.0,14045145.0,282037.2651,22186241.0,261231.71,78.1
Utah,2018,18.44092146,162574.4,3153550,48542680.0,1141648.0,32069.287910000003,2372800.0,82169.62,63.3
Vermont,2018,3.117563299,29565.4,624358,5525190.0,268019.0,7346.350178,619694.0,9216.66,53.1
Virginia,2018,49.25754363,478835.0,8501286,66656676.0,3919440.0,85336.10206,7604646.0,39490.09,66.5
Washington,2018,47.60790892,524486.9,7523869,270222975.0,2765858.0,62366.656129999996,7152413.0,66455.52,57.7
West Virginia,2018,13.15470028,71858.7,1804291,7762619.0,791672.0,19447.32321,1693719.0,24038.21,63.3
Wisconsin,2018,31.25700488,303767.4,5807406,58964529.0,2491234.0,65885.43495,5683061.0,54157.8,53.1
Wyoming,2018,8.110488246000001,38696.3,577601,2504852.0,294731.0,10438.44261,837024.0,97093.14,55.5
United States,2018,1963.615455,18687786.0,326687501,9862597629.0,135336713.0,3240326.543,273602100.0,3531905.43,65.09
